date,fips,abbr,State/Territory/Federal Entity,Doses Distributed,Doses Administered,Distributed per 100K,Administered per 100K,Administered Moderna,Administered Pfizer,Administered J&J,Administered Dose 1,Administered Dose 2,Distributed Moderna,Distributed Pfizer,Distributed J&J,Additional Doses,Additional Doses Moderna,Additional Doses Pfizer,Additional Doses Janssen,Total Cases,Confirmed Cases,Probable Cases,New Cases,Cases Last 7 Days,Deaths Last 7 Days,Case Rate per 100K Last 7 Days,Death Rate per 100K Last 7 Days,Total Deaths,Confirmed Deaths,Probable Deaths,New Deaths,Death Rate per 100K,Case Rate per 100K,Tests per 100K Last 7 Days,Tests Last 7 Days,Tests per 100K Last 30 Days,Tests Last 30 Days,Tests per 100K,Total Tests
12/17/2020,53,WA,Washington,,,,,,,,,,,,,,,,,217205,,,2940,,,,,3117,,,75,,,,,,,,
12/17/2020,55,WI,Wisconsin,,,,,,,,,,,,,,,,,482443,448441,34002,4281,,,,,4561,4255,306,68,,,,,,,,
12/17/2020,54,WV,West Virginia,,,,,,,,,,,,,,,,,68485,56877,11608,1636,,,,,1071,,,32,,,,,,,,
12/17/2020,56,WY,Wyoming,,,,,,,,,,,,,,,,,40593,35113,5480,283,,,,,351,351,0,23,,,,,,,,
12/18/2020,2,AK,Alaska,,,,,,,,,,,,,,,,,41905,,,487,,,,,182,,,0,,,,,,,,
12/18/2020,1,AL,Alabama,,,,,,,,,,,,,,,,,315683,257546,58137,5348,,,,,4296,3772,524,42,,,,,,,,
12/18/2020,5,AR,Arkansas,,,,,,,,,,,,,,,,,197421,,,2878,,,,,3133,,,21,,,,,,,,
12/18/2020,60,AS,American Samoa,,,,,,,,,,,,,,,,,3,,,0,,,,,0,,,0,,,,,,,,
12/18/2020,4,AZ,Arizona,,,,,,,,,,,,,,,,,442671,424599,18072,7635,,,,,7819,7142,677,142,,,,,,,,
12/18/2020,6,CA,California,,,,,,,,,,,,,,,,,1764374,,,41012,,,,,22160,,,300,,,,,,,,
12/18/2020,8,CO,Colorado,,,,,,,,,,,,,,,,,304107,291658,12449,3693,,,,,4259,3655,604,33,,,,,,,,
12/18/2020,9,CT,Connecticut,,,,,,,,,,,,,,,,,162782,153203,9579,2680,,,,,5581,4514,1067,29,,,,,,,,
12/18/2020,11,DC,District of Columbia,,,,,,,,,,,,,,,,,26104,,,274,,,,,728,,,3,,,,,,,,
12/18/2020,10,DE,Delaware,,,,,,,,,,,,,,,,,49109,47234,1875,341,,,,,854,755,99,9,,,,,,,,
12/18/2020,12,FL,Florida,,,,,,,,,,,,,,,,,1161953,,,12827,,,,,20401,,,96,,,,,,,,
12/18/2020,64,FM,Federated States of Micronesia,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,
12/18/2020,13,GA,Georgia,,,,,,,,,,,,,,,,,576537,500265,76272,8141,,,,,10332,9396,936,38,,,,,,,,
12/18/2020,66,GU,Guam,,,,,,,,,,,,,,,,,7193,,,0,,,,,119,,,0,,,,,,,,
12/18/2020,15,HI,Hawaii,,,,,,,,,,,,,,,,,19539,,,122,,,,,279,,,1,,,,,,,,
12/18/2020,19,IA,Iowa,,,,,,,,,,,,,,,,,264758,,,2200,,,,,3451,,,0,,,,,,,,
12/18/2020,16,ID,Idaho,,,,,,,,,,,,,,,,,128218,106967,21251,1340,,,,,1275,1131,144,16,,,,,,,,
12/18/2020,17,IL,Illinois,,,,,,,,,,,,,,,,,886805,886805,0,7377,,,,,16206,15015,1191,221,,,,,,,,
12/18/2020,18,IN,Indiana,,,,,,,,,,,,,,,,,453139,,,5949,,,,,7265,6944,321,85,,,,,,,,
12/18/2020,20,KS,Kansas,,,,,,,,,,,,,,,,,200426,171389,29037,5857,,,,,2341,,,88,,,,,,,,
12/18/2020,21,KY,Kentucky,,,,,,,,,,,,,,,,,237190,192448,44742,3169,,,,,2344,2208,136,28,,,,,,,,
12/18/2020,22,LA,Louisiana,,,,,,,,,,,,,,,,,282434,,,3113,,,,,6994,6664,330,30,,,,,,,,
12/18/2020,25,MA,Massachusetts,,,,,,,,,,,,,,,,,312829,302933,9896,5632,,,,,11566,11358,208,53,,,,,,,,
12/18/2020,24,MD,Maryland,,,,,,,,,,,,,,,,,248754,,,2201,,,,,5412,5242,170,54,,,,,,,,
12/18/2020,23,ME,Maine,,,,,,,,,,,,,,,,,18742,16268,2474,401,,,,,292,287,5,11,,,,,,,,
12/18/2020,26,MI,Michigan,,,,,,,,,,,,,,,,,491875,454956,36919,4519,,,,,11868,11274,594,67,,,,,,,,
12/18/2020,27,MN,Minnesota,,,,,,,,,,,,,,,,,391889,,,2718,,,,,4782,4594,188,65,,,,,,,,
12/18/2020,29,MO,Missouri,,,,,,,,,,,,,,,,,396277,,,3613,,,,,4853,,,19,,,,,,,,
12/18/2020,69,MP,Northern Mariana Islands,,,,,,,,,,,,,,,,,115,115,0,0,,,,,2,2,0,0,,,,,,,,
12/18/2020,28,MS,Mississippi,,,,,,,,,,,,,,,,,192111,138486,53625,1700,,,,,4390,3633,757,36,,,,,,,,
12/18/2020,30,MT,Montana,,,,,,,,,,,,,,,,,75992,75992,0,509,,,,,854,854,0,5,,,,,,,,
12/18/2020,37,NC,North Carolina,,,,,,,,,,,,,,,,,466104,431219,34885,8444,,,,,6125,5842,283,60,,,,,,,,
12/18/2020,38,ND,North Dakota,,,,,,,,,,,,,,,,,89788,87420,2368,231,,,,,1231,,,6,,,,,,,,
12/18/2020,31,NE,Nebraska,,,,,,,,,,,,,,,,,154745,,,1345,,,,,1470,,,17,,,,,,,,
12/18/2020,33,NH,New Hampshire,,,,,,,,,,,,,,,,,34960,,,696,,,,,638,,,9,,,,,,,,
12/18/2020,34,NJ,New Jersey,,,,,,,,,,,,,,,,,465901,,,4566,,,,,18124,16216,1908,44,,,,,,,,
12/18/2020,35,NM,New Mexico,,,,,,,,,,,,,,,,,127500,,,1455,,,,,2128,,,31,,,,,,,,
12/18/2020,32,NV,Nevada,,,,,,,,,,,,,,,,,199257,,,2878,,,,,2708,,,35,,,,,,,,
12/18/2020,0,NY,New York State,,,,,,,,,,,,,,,,,454282,,,8198,,,,,11267,,,91,,,,,,,,
12/18/2020,39,OH,Ohio,,,,,,,,,,,,,,,,,605862,550468,55394,9684,,,,,7967,7298,669,73,,,,,,,,
12/18/2020,40,OK,Oklahoma,,,,,,,,,,,,,,,,,258939,211966,46973,0,,,,,2178,2056,122,0,,,,,,,,
12/18/2020,41,OR,Oregon,,,,,,,,,,,,,,,,,100308,98588,1720,1372,,,,,1304,1289,15,21,,,,,,,,
12/18/2020,42,PA,Pennsylvania,,,,,,,,,,,,,,,,,538655,490362,48293,9320,,,,,13608,,,216,,,,,,,,
12/18/2020,72,PR,Puerto Rico,,,,,,,,,,,,,,,,,67211,64182,3029,1079,,,,,1342,1102,240,9,,,,,,,,
12/18/2020,0,RP,Republic of Palau,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
12/18/2020,44,RI,Rhode Island,,,,,,,,,,,,,,,,,77812,,,522,,,,,1625,,,23,,,,,,,,
12/18/2020,0,MH,Marshall Islands,,,,,,,,,,,,,,,,,4,4,0,0,,,,,0,0,0,0,,,,,,,,
12/18/2020,45,SC,South Carolina,,,,,,,,,,,,,,,,,275181,251426,23755,3647,,,,,5060,,,34,,,,,,,,
12/18/2020,46,SD,South Dakota,,,,,,,,,,,,,,,,,93772,,,575,,,,,1329,1079,250,28,,,,,,,,
12/18/2020,47,TN,Tennessee,,,,,,,,,,,,,,,,,503651,452581,51070,10421,,,,,5960,5287,673,115,,,,,,,,
12/18/2020,48,TX,Texas,,,,,,,,,,,,,,,,,1555981,,,16792,,,,,24954,,,294,,,,,,,,
12/18/2020,49,UT,Utah,,,,,,,,,,,,,,,,,246562,246562,0,2644,,,,,1140,1119,21,14,,,,,,,,
12/18/2020,51,VA,Virginia,,,,,,,,,,,,,,,,,302972,259635,43337,3583,,,,,4643,4184,459,44,,,,,,,,
12/18/2020,78,VI,Virgin Islands,,,,,,,,,,,,,,,,,1910,,,10,,,,,23,,,0,,,,,,,,
12/18/2020,50,VT,Vermont,,,,,,,,,,,,,,,,,6243,,,94,,,,,107,,,2,,,,,,,,
12/18/2020,53,WA,Washington,,,,,,,,,,,,,,,,,220268,,,3063,,,,,3104,,,-13,,,,,,,,
12/18/2020,55,WI,Wisconsin,,,,,,,,,,,,,,,,,486364,451676,34688,3921,,,,,4632,4315,317,71,,,,,,,,
12/18/2020,54,WV,West Virginia,,,,,,,,,,,,,,,,,69751,57853,11898,1266,,,,,1091,,,20,,,,,,,,
12/18/2020,56,WY,Wyoming,,,,,,,,,,,,,,,,,41359,35760,5599,766,,,,,351,351,0,0,,,,,,,,
12/19/2020,2,AK,Alaska,,,,,,,,,,,,,,,,,42235,,,330,,,,,183,,,1,,,,,,,,
12/19/2020,1,AL,Alabama,,,,,,,,,,,,,,,,,319904,260501,59403,4221,,,,,4389,3849,540,93,,,,,,,,
12/19/2020,5,AR,Arkansas,,,,,,,,,,,,,,,,,200114,,,2693,,,,,3191,,,58,,,,,,,,
12/19/2020,60,AS,American Samoa,,,,,,,,,,,,,,,,,3,,,0,,,,,0,,,0,,,,,,,,
12/19/2020,4,AZ,Arizona,,,,,,,,,,,,,,,,,448231,429559,18672,5560,,,,,7937,7246,691,118,,,,,,,,
12/19/2020,6,CA,California,,,,,,,,,,,,,,,,,1807982,,,43608,,,,,22432,,,272,,,,,,,,
12/19/2020,8,CO,Colorado,,,,,,,,,,,,,,,,,306598,294055,12543,2491,,,,,4339,3730,609,80,,,,,,,,
12/19/2020,9,CT,Connecticut,,,,,,,,,,,,,,,,,162782,153203,9579,0,,,,,5581,4514,1067,0,,,,,,,,
12/19/2020,11,DC,District of Columbia,,,,,,,,,,,,,,,,,26342,,,238,,,,,730,,,2,,,,,,,,
12/19/2020,10,DE,Delaware,,,,,,,,,,,,,,,,,50136,48249,1887,1027,,,,,858,758,100,4,,,,,,,,
12/19/2020,12,FL,Florida,,,,,,,,,,,,,,,,,1173409,,,11456,,,,,20473,,,72,,,,,,,,
12/19/2020,64,FM,Federated States of Micronesia,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,
12/19/2020,13,GA,Georgia,,,,,,,,,,,,,,,,,582300,504501,77799,5763,,,,,10381,9435,946,49,,,,,,,,
12/19/2020,66,GU,Guam,,,,,,,,,,,,,,,,,7193,,,0,,,,,119,,,0,,,,,,,,
12/19/2020,15,HI,Hawaii,,,,,,,,,,,,,,,,,19691,,,152,,,,,279,,,0,,,,,,,,
12/19/2020,19,IA,Iowa,,,,,,,,,,,,,,,,,266236,,,1478,,,,,3533,,,82,,,,,,,,
12/19/2020,16,ID,Idaho,,,,,,,,,,,,,,,,,129069,107789,21280,851,,,,,1275,1133,142,0,,,,,,,,
12/19/2020,17,IL,Illinois,,,,,,,,,,,,,,,,,894367,894367,0,7562,,,,,16326,15123,1203,120,,,,,,,,
12/19/2020,18,IN,Indiana,,,,,,,,,,,,,,,,,457871,,,4732,,,,,7338,7017,321,73,,,,,,,,
12/19/2020,20,KS,Kansas,,,,,,,,,,,,,,,,,200426,171389,29037,0,,,,,2341,,,0,,,,,,,,
12/19/2020,21,KY,Kentucky,,,,,,,,,,,,,,,,,240564,194877,45687,3374,,,,,2371,2234,137,27,,,,,,,,
12/19/2020,22,LA,Louisiana,,,,,,,,,,,,,,,,,282434,,,0,,,,,6994,6664,330,0,,,,,,,,
12/19/2020,25,MA,Massachusetts,,,,,,,,,,,,,,,,,316824,306928,9896,3995,,,,,11613,11405,208,47,,,,,,,,
12/19/2020,24,MD,Maryland,,,,,,,,,,,,,,,,,250808,,,2054,,,,,5448,5279,169,36,,,,,,,,
12/19/2020,23,ME,Maine,,,,,,,,,,,,,,,,,18949,16459,2490,207,,,,,292,287,5,0,,,,,,,,
12/19/2020,26,MI,Michigan,,,,,,,,,,,,,,,,,496056,458852,37204,4181,,,,,12074,11461,613,206,,,,,,,,
12/19/2020,27,MN,Minnesota,,,,,,,,,,,,,,,,,394635,,,2746,,,,,4839,4649,190,57,,,,,,,,
12/19/2020,29,MO,Missouri,,,,,,,,,,,,,,,,,398547,,,2270,,,,,4904,,,51,,,,,,,,
12/19/2020,69,MP,Northern Mariana Islands,,,,,,,,,,,,,,,,,115,115,0,0,,,,,2,2,0,0,,,,,,,,
12/19/2020,28,MS,Mississippi,,,,,,,,,,,,,,,,,194333,139515,54818,2222,,,,,4409,3645,764,19,,,,,,,,
12/19/2020,30,MT,Montana,,,,,,,,,,,,,,,,,76619,76619,0,627,,,,,864,864,0,10,,,,,,,,
12/19/2020,37,NC,North Carolina,,,,,,,,,,,,,,,,,472268,436625,35643,6164,,,,,6184,5892,292,59,,,,,,,,
12/19/2020,38,ND,North Dakota,,,,,,,,,,,,,,,,,90039,87623,2416,251,,,,,1231,,,0,,,,,,,,
12/19/2020,31,NE,Nebraska,,,,,,,,,,,,,,,,,155415,,,670,,,,,1475,,,5,,,,,,,,
12/19/2020,33,NH,New Hampshire,,,,,,,,,,,,,,,,,35609,,,649,,,,,650,,,12,,,,,,,,
12/19/2020,34,NJ,New Jersey,,,,,,,,,,,,,,,,,470652,,,4751,,,,,18173,16265,1908,49,,,,,,,,
12/19/2020,35,NM,New Mexico,,,,,,,,,,,,,,,,,128930,,,1430,,,,,2155,,,27,,,,,,,,
12/19/2020,32,NV,Nevada,,,,,,,,,,,,,,,,,201858,,,2601,,,,,2751,,,43,,,,,,,,
12/19/2020,0,NY,New York State,,,,,,,,,,,,,,,,,460856,,,6574,,,,,11366,,,99,,,,,,,,
12/19/2020,39,OH,Ohio,,,,,,,,,,,,,,,,,614429,557616,56813,8567,,,,,8031,7352,679,64,,,,,,,,
12/19/2020,40,OK,Oklahoma,,,,,,,,,,,,,,,,,262862,214946,47916,3923,,,,,2214,2079,135,36,,,,,,,,
12/19/2020,41,OR,Oregon,,,,,,,,,,,,,,,,,101814,100094,1720,1506,,,,,1340,1325,15,36,,,,,,,,
12/19/2020,42,PA,Pennsylvania,,,,,,,,,,,,,,,,,548489,498332,50157,9834,,,,,13825,,,217,,,,,,,,
12/19/2020,72,PR,Puerto Rico,,,,,,,,,,,,,,,,,68433,64697,3736,1222,,,,,1368,1125,243,26,,,,,,,,
12/19/2020,0,RP,Republic of Palau,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
12/19/2020,44,RI,Rhode Island,,,,,,,,,,,,,,,,,77812,,,0,,,,,1625,,,0,,,,,,,,
12/19/2020,0,MH,Marshall Islands,,,,,,,,,,,,,,,,,4,4,0,0,,,,,0,0,0,0,,,,,,,,
12/19/2020,45,SC,South Carolina,,,,,,,,,,,,,,,,,278504,254182,24322,3323,,,,,5101,,,41,,,,,,,,
12/19/2020,46,SD,South Dakota,,,,,,,,,,,,,,,,,94336,,,564,,,,,1350,1097,253,21,,,,,,,,
12/19/2020,47,TN,Tennessee,,,,,,,,,,,,,,,,,503651,452581,51070,0,,,,,5960,5287,673,0,,,,,,,,
12/19/2020,48,TX,Texas,,,,,,,,,,,,,,,,,1573888,,,17907,,,,,25226,,,272,,,,,,,,
12/19/2020,49,UT,Utah,,,,,,,,,,,,,,,,,248970,248970,0,2408,,,,,1148,1128,20,8,,,,,,,,
12/19/2020,51,VA,Virginia,,,,,,,,,,,,,,,,,306848,262589,44259,3876,,,,,4650,4189,461,7,,,,,,,,
12/19/2020,78,VI,Virgin Islands,,,,,,,,,,,,,,,,,1921,,,11,,,,,23,,,0,,,,,,,,
12/19/2020,50,VT,Vermont,,,,,,,,,,,,,,,,,6343,,,100,,,,,108,,,1,,,,,,,,
12/19/2020,53,WA,Washington,,,,,,,,,,,,,,,,,222600,,,2332,,,,,3104,,,0,,,,,,,,
12/19/2020,55,WI,Wisconsin,,,,,,,,,,,,,,,,,490679,455351,35328,4315,,,,,4722,4399,323,90,,,,,,,,
12/19/2020,54,WV,West Virginia,,,,,,,,,,,,,,,,,71215,59025,12190,1464,,,,,1122,,,31,,,,,,,,
12/19/2020,56,WY,Wyoming,,,,,,,,,,,,,,,,,41488,35818,5670,129,,,,,351,351,0,0,,,,,,,,
12/20/2020,2,AK,Alaska,,,,,,,,,,,,,,,,,42413,,,178,,,,,183,,,0,,,,,,,,
12/20/2020,1,AL,Alabama,,,,,,,,,,,,,,,,,322452,262598,59854,2548,,,,,4389,3849,540,0,,,,,,,,
12/20/2020,5,AR,Arkansas,,,,,,,,,,,,,,,,,201650,,,1536,,,,,3237,,,46,,,,,,,,
12/20/2020,60,AS,American Samoa,,,,,,,,,,,,,,,,,3,,,0,,,,,0,,,0,,,,,,,,
12/20/2020,4,AZ,Arizona,,,,,,,,,,,,,,,,,453597,434349,19248,5366,,,,,7971,7277,694,34,,,,,,,,
12/20/2020,6,CA,California,,,,,,,,,,,,,,,,,1854456,,,46474,,,,,22593,,,161,,,,,,,,
12/20/2020,8,CO,Colorado,,,,,,,,,,,,,,,,,308890,296325,12565,2292,,,,,4368,3759,609,29,,,,,,,,
12/20/2020,9,CT,Connecticut,,,,,,,,,,,,,,,,,162782,153203,9579,0,,,,,5581,4514,1067,0,,,,,,,,
12/20/2020,11,DC,District of Columbia,,,,,,,,,,,,,,,,,26601,,,259,,,,,737,,,7,,,,,,,,
12/20/2020,10,DE,Delaware,,,,,,,,,,,,,,,,,50616,48700,1916,480,,,,,862,762,100,4,,,,,,,,
12/20/2020,12,FL,Florida,,,,,,,,,,,,,,,,,1181549,,,8140,,,,,20568,,,95,,,,,,,,
12/20/2020,64,FM,Federated States of Micronesia,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,
12/20/2020,13,GA,Georgia,,,,,,,,,,,,,,,,,587918,509588,78330,5618,,,,,10383,9437,946,2,,,,,,,,
12/20/2020,66,GU,Guam,,,,,,,,,,,,,,,,,7193,,,0,,,,,119,,,0,,,,,,,,
12/20/2020,15,HI,Hawaii,,,,,,,,,,,,,,,,,19893,,,202,,,,,280,,,1,,,,,,,,
12/20/2020,19,IA,Iowa,,,,,,,,,,,,,,,,,267249,,,1013,,,,,3589,,,56,,,,,,,,
12/20/2020,16,ID,Idaho,,,,,,,,,,,,,,,,,129960,108424,21536,891,,,,,1280,1136,144,5,,,,,,,,
12/20/2020,17,IL,Illinois,,,,,,,,,,,,,,,,,900370,900370,0,6003,,,,,16407,15202,1205,81,,,,,,,,
12/20/2020,18,IN,Indiana,,,,,,,,,,,,,,,,,464354,,,6483,,,,,7404,7070,334,66,,,,,,,,
12/20/2020,20,KS,Kansas,,,,,,,,,,,,,,,,,200426,171389,29037,0,,,,,2341,,,0,,,,,,,,
12/20/2020,21,KY,Kentucky,,,,,,,,,,,,,,,,,242321,196279,46042,1757,,,,,2397,2255,142,26,,,,,,,,
12/20/2020,22,LA,Louisiana,,,,,,,,,,,,,,,,,286145,,,3711,,,,,7042,6711,331,48,,,,,,,,
12/20/2020,25,MA,Massachusetts,,,,,,,,,,,,,,,,,320986,311090,9896,4162,,,,,11673,11465,208,60,,,,,,,,
12/20/2020,24,MD,Maryland,,,,,,,,,,,,,,,,,253073,,,2265,,,,,5471,5302,169,23,,,,,,,,
12/20/2020,23,ME,Maine,,,,,,,,,,,,,,,,,19287,16722,2565,338,,,,,294,288,6,2,,,,,,,,
12/20/2020,26,MI,Michigan,,,,,,,,,,,,,,,,,496056,458852,37204,0,,,,,12074,11461,613,0,,,,,,,,
12/20/2020,27,MN,Minnesota,,,,,,,,,,,,,,,,,397319,,,2684,,,,,4909,4719,190,70,,,,,,,,
12/20/2020,29,MO,Missouri,,,,,,,,,,,,,,,,,402056,,,3509,,,,,4937,,,33,,,,,,,,
12/20/2020,69,MP,Northern Mariana Islands,,,,,,,,,,,,,,,,,116,116,0,1,,,,,2,2,0,0,,,,,,,,
12/20/2020,28,MS,Mississippi,,,,,,,,,,,,,,,,,195500,139944,55556,1167,,,,,4411,3646,765,2,,,,,,,,
12/20/2020,30,MT,Montana,,,,,,,,,,,,,,,,,77170,77170,0,551,,,,,865,865,0,1,,,,,,,,
12/20/2020,37,NC,North Carolina,,,,,,,,,,,,,,,,,479168,442682,36486,6900,,,,,6224,5925,299,40,,,,,,,,
12/20/2020,38,ND,North Dakota,,,,,,,,,,,,,,,,,90121,87702,2419,82,,,,,1233,,,2,,,,,,,,
12/20/2020,31,NE,Nebraska,,,,,,,,,,,,,,,,,156382,,,967,,,,,1486,,,11,,,,,,,,
12/20/2020,33,NH,New Hampshire,,,,,,,,,,,,,,,,,36542,,,933,,,,,656,,,6,,,,,,,,
12/20/2020,34,NJ,New Jersey,,,,,,,,,,,,,,,,,476340,,,5688,,,,,18194,16286,1908,21,,,,,,,,
12/20/2020,35,NM,New Mexico,,,,,,,,,,,,,,,,,129993,,,1063,,,,,2171,,,16,,,,,,,,
12/20/2020,32,NV,Nevada,,,,,,,,,,,,,,,,,203945,,,2087,,,,,2781,,,30,,,,,,,,
12/20/2020,0,NY,New York State,,,,,,,,,,,,,,,,,467569,,,6713,,,,,11467,,,101,,,,,,,,
12/20/2020,39,OH,Ohio,,,,,,,,,,,,,,,,,622806,565329,57477,8377,,,,,8047,7364,683,16,,,,,,,,
12/20/2020,40,OK,Oklahoma,,,,,,,,,,,,,,,,,270198,220391,49807,7336,,,,,2227,2093,134,13,,,,,,,,
12/20/2020,41,OR,Oregon,,,,,,,,,,,,,,,,,102930,101210,1720,1116,,,,,1341,1326,15,1,,,,,,,,
12/20/2020,42,PA,Pennsylvania,,,,,,,,,,,,,,,,,555844,505347,50497,7355,,,,,13924,,,99,,,,,,,,
12/20/2020,72,PR,Puerto Rico,,,,,,,,,,,,,,,,,68849,65064,3785,416,,,,,1382,1141,241,14,,,,,,,,
12/20/2020,0,RP,Republic of Palau,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
12/20/2020,44,RI,Rhode Island,,,,,,,,,,,,,,,,,77812,,,0,,,,,1625,,,0,,,,,,,,
12/20/2020,0,MH,Marshall Islands,,,,,,,,,,,,,,,,,4,4,0,0,,,,,0,0,0,0,,,,,,,,
12/20/2020,45,SC,South Carolina,,,,,,,,,,,,,,,,,281102,256554,24548,2598,,,,,5137,,,36,,,,,,,,
12/20/2020,46,SD,South Dakota,,,,,,,,,,,,,,,,,94727,,,391,,,,,1361,1106,255,11,,,,,,,,
12/20/2020,47,TN,Tennessee,,,,,,,,,,,,,,,,,519687,465908,53779,16036,,,,,6071,5378,693,111,,,,,,,,
12/20/2020,48,TX,Texas,,,,,,,,,,,,,,,,,1581668,,,7780,,,,,25348,,,122,,,,,,,,
12/20/2020,49,UT,Utah,,,,,,,,,,,,,,,,,250964,250964,0,1994,,,,,1155,1135,20,7,,,,,,,,
12/20/2020,51,VA,Virginia,,,,,,,,,,,,,,,,,310889,265784,45105,4041,,,,,4654,4192,462,4,,,,,,,,
12/20/2020,78,VI,Virgin Islands,,,,,,,,,,,,,,,,,1921,,,0,,,,,23,,,0,,,,,,,,
12/20/2020,50,VT,Vermont,,,,,,,,,,,,,,,,,6443,,,100,,,,,111,,,3,,,,,,,,
12/20/2020,53,WA,Washington,,,,,,,,,,,,,,,,,224761,,,2161,,,,,3104,,,0,,,,,,,,
12/20/2020,55,WI,Wisconsin,,,,,,,,,,,,,,,,,492724,457177,35547,2045,,,,,4743,4417,326,21,,,,,,,,
12/20/2020,54,WV,West Virginia,,,,,,,,,,,,,,,,,72342,59889,12453,1127,,,,,1128,,,6,,,,,,,,
12/20/2020,56,WY,Wyoming,,,,,,,,,,,,,,,,,41662,35982,5680,174,,,,,351,351,0,0,,,,,,,,
12/21/2020,2,AK,Alaska,,,,,,,,,,,,,,,,,42563,,,150,,,,,183,,,0,,,,,,,,
12/21/2020,1,AL,Alabama,,,,,,,,,,,,,,,,,324832,264791,60041,2380,,,,,4389,3849,540,0,,,,,,,,
12/21/2020,5,AR,Arkansas,,,,,,,,,,,,,,,,,203107,,,1457,,,,,3295,,,58,,,,,,,,
12/21/2020,60,AS,American Samoa,,,,,,,,,,,,,,,,,3,,,0,,,,,0,,,0,,,,,,,,
12/21/2020,4,AZ,Arizona,,,,,,,,,,,,,,,,,461345,441654,19691,7748,,,,,7972,7278,694,1,,,,,,,,
12/21/2020,6,CA,California,,,,,,,,,,,,,,,,,1892348,,,37892,,,,,22676,,,83,,,,,,,,
12/21/2020,8,CO,Colorado,,,,,,,,,,,,,,,,,311036,298417,12619,2146,,,,,4378,3769,609,10,,,,,,,,
12/21/2020,9,CT,Connecticut,,,,,,,,,,,,,,,,,167377,157508,9869,4595,,,,,5676,4590,1086,95,,,,,,,,
12/21/2020,11,DC,District of Columbia,,,,,,,,,,,,,,,,,26740,,,139,,,,,742,,,5,,,,,,,,
12/21/2020,10,DE,Delaware,,,,,,,,,,,,,,,,,51056,49127,1929,440,,,,,871,771,100,9,,,,,,,,
12/21/2020,12,FL,Florida,,,,,,,,,,,,,,,,,1192456,,,10907,,,,,20680,,,112,,,,,,,,
12/21/2020,64,FM,Federated States of Micronesia,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,
12/21/2020,13,GA,Georgia,,,,,,,,,,,,,,,,,591438,512699,78739,3520,,,,,10399,9453,946,16,,,,,,,,
12/21/2020,66,GU,Guam,,,,,,,,,,,,,,,,,7238,,,45,,,,,121,,,2,,,,,,,,
12/21/2020,15,HI,Hawaii,,,,,,,,,,,,,,,,,20025,,,132,,,,,280,,,0,,,,,,,,
12/21/2020,19,IA,Iowa,,,,,,,,,,,,,,,,,268127,,,878,,,,,3589,,,0,,,,,,,,
12/21/2020,16,ID,Idaho,,,,,,,,,,,,,,,,,130877,109102,21775,917,,,,,1301,1151,150,21,,,,,,,,
12/21/2020,17,IL,Illinois,,,,,,,,,,,,,,,,,905069,905069,0,4699,,,,,16527,15299,1228,120,,,,,,,,
12/21/2020,18,IN,Indiana,,,,,,,,,,,,,,,,,468219,,,3865,,,,,7438,7101,337,34,,,,,,,,
12/21/2020,20,KS,Kansas,,,,,,,,,,,,,,,,,204600,175563,29037,4174,,,,,2448,,,107,,,,,,,,
12/21/2020,21,KY,Kentucky,,,,,,,,,,,,,,,,,244297,197968,46329,1976,,,,,2412,2266,146,15,,,,,,,,
12/21/2020,22,LA,Louisiana,,,,,,,,,,,,,,,,,287261,,,1116,,,,,7107,6775,332,65,,,,,,,,
12/21/2020,25,MA,Massachusetts,,,,,,,,,,,,,,,,,324746,314850,9896,3760,,,,,11714,11506,208,41,,,,,,,,
12/21/2020,24,MD,Maryland,,,,,,,,,,,,,,,,,255397,,,2324,,,,,5519,5353,166,48,,,,,,,,
12/21/2020,23,ME,Maine,,,,,,,,,,,,,,,,,19285,16721,2564,-2,,,,,293,288,5,-1,,,,,,,,
12/21/2020,26,MI,Michigan,,,,,,,,,,,,,,,,,501115,463403,37712,5059,,,,,12153,11532,621,79,,,,,,,,
12/21/2020,27,MN,Minnesota,,,,,,,,,,,,,,,,,399311,,,1992,,,,,4931,4739,192,22,,,,,,,,
12/21/2020,29,MO,Missouri,,,,,,,,,,,,,,,,,405295,,,3239,,,,,4947,,,10,,,,,,,,
12/21/2020,69,MP,Northern Mariana Islands,,,,,,,,,,,,,,,,,116,116,0,0,,,,,2,2,0,0,,,,,,,,
12/21/2020,28,MS,Mississippi,,,,,,,,,,,,,,,,,197691,140913,56778,2191,,,,,4490,3683,807,79,,,,,,,,
12/21/2020,30,MT,Montana,,,,,,,,,,,,,,,,,77324,77324,0,154,,,,,881,881,0,16,,,,,,,,
12/21/2020,37,NC,North Carolina,,,,,,,,,,,,,,,,,483647,446795,36852,4479,,,,,6240,5940,300,16,,,,,,,,
